ID_PARCEL,SURF_PARC,CODE_CULTU_2018,CODE_CULTU_2019,CODE_CULTU_2020
6833423,6.71,PTR,PTR,PTR
6834630,2.12,BTH,PTR,PTR
6774496,2.51,PTR,PTR,PTR
6774491,2.07,PTR,PTR,MIE
6872427,0.26,PTR,PTR,PTR
6872422,0.59,PTR,PTR,PTR
6785156,0.99,PTR,TTH,TTH
6785159,0.7,TTH,TTH,AVP
10907218,0.46,PTR,PTR,PTR
10907221,1.03,PTR,PTR,PTR
6825967,0.79,AVP,PTR,PTR
10898032,1.53,TTH,TTH,PTR
6833438,1.26,TTH,TTH,PTR
10898104,0.63,MIE,MIE,MIE
6834622,2.91,MIE,TTH,TTH
6833422,0.43,PTR,MIE,MIE
6834709,2.95,AVP,PTR,PTR
6833332,0.56,TTH,TTH,PTR
10897955,2.96,PTR,MIE,TTH
6770924,1.16,PTR,PTR,PTR
10898015,0.86,MIE,MIE,TTH
6778814,3.21,PTR,PTR,PTR
10890915,0.6,PTR,PTR,PTR
10890914,2,MIS,BTH,SGH
6778815,0.41,PTR,PTR,PTR
6778715,0.42,ORH,MIS,BTH
6778707,1.34,MIS,BTH,MIS
6778713,0.56,MIS,BTH,MIS
6778817,2.59,BTH,BTH,MIS
10890916,3.84,BTH,SGH,MIS
10890917,1.65,PTR,PTR,PTR
6827205,0.99,AVP,TTH,TTH
6825965,1.39,AVP,TTH,TTH
6831475,5.73,MIE,BTH,ORH
6831291,2.08,BTH,MPC,BTH
6831555,1.78,ORH,MIE,BTH
6834607,2.89,PTR,PTR,PTR
6833345,0.37,TTH,PTR,PTR
6834628,1.1,PTR,PTR,PTR
6833513,0.48,PTR,PTR,PTR
10898115,0.76,PTR,PTR,PTR
10898118,1,PTR,MIE,TTH
6858866,0.27,TTH,PTR,PTR
10890918,4.43,BTH,MIS,BTH
6778717,0.5,BTH,BTH,MIS
6778703,1.46,MIS,BTH,MIS
6778818,1.78,MIS,BTH,MIS
6778720,2.87,MIS,BTH,BTH
6779685,1.52,TTH,MIE,TTH
6834533,1.28,PTR,PTR,PTR
6833330,1.53,PTR,MIE,TTH
6834615,5.25,MIE,BTH,BTH
6834618,2.52,PTR,MIE,TTH
6833439,0.9,MIE,PTR,PTR
6834627,1.59,PTR,MIE,MIE
6833329,1.27,PTR,PTR,PTR
6894634,2.52,CPL,PTR,PTR
6893130,5.69,BTH,MIE,BTH
6893040,0.62,BTH,MIS,BTH
6894385,4.05,MIS,BTH,MIE
6893114,2.97,BTH,MIS,BTH
6893023,3.49,MIS,BTH,MIS
6893128,11.72,BTH,MIE,BTH
6894207,1.51,MIS,BTH,MIE
6841297,2.96,MIS,BTH,ORH
6841220,7.01,BTH,TTH,MIS
6841304,4.29,BTH,MIS,MIS
10897180,1.58,PTR,PTR,PTR
6889921,0.7,MC8,PTR,PTR
6835895,0.92,MIS,MCR,MIS
6835884,2.23,TTH,PTR,PTR
6835794,0.78,MIS,MCR,MCR
6893021,2.7,BTH,MIS,BTH
6894377,1.01,BTH,TRN,BTH
6894300,1.17,BTH,MIE,BTH
6848488,2.77,MIS,BTH,BTH
6893041,2.64,MIS,BTH,MIS
6894301,3.2,MIS,BTH,LUZ
6841207,11.07,MIS,BTH,MIS
10898246,0.75,MIS,MIS,BTH
10898247,10.45,BTH,TTH,PTR
6841219,5.31,BTH,MIS,BTH
6824411,4.23,MLG,MLG,TTH
6824409,1.96,TTH,TTH,MLF
6824407,1.6,TTH,TTH,MLF
6824408,2.02,TTH,TTH,MLF
6835791,1.27,BTH,MCR,MIS
6835878,1.09,BTH,TTH,MIS
10908660,1.17,MIS,SOG,MCR
6835897,3.09,TTH,TTH,MCR
10908191,1.83,MIS,PFH,LIH
10908193,2.61,FVL,MIS,MIS
10908160,3.3,TRN,ORH,BTH
6876551,2.37,LIH,ORH,PFH
6876544,5.07,BTH,TRN,ORH
6876560,0.56,TRN,ORH,BTH
6853606,4.24,BTH,BTH,BTH
6853538,0.86,LU8,LUZ,LUZ
6853603,1.19,LU8,LUZ,LUZ
10910426,2.19,ORH,MIE,BTH
6841129,1,MIS,MIS,TTH
6824416,4.43,PTR,PTR,PTR
6824399,2.98,TTH,TTH,MLF
6820245,0.94,TTH,PTR,PTR
10898260,1.27,PTR,AVP,AVP
10908189,5.62,ORH,FVL,LIH
6876459,3.55,BTH,LIH,VES
10908192,0.28,PTR,PTR,PTR
6843743,1.35,PTR,PTR,PTR
6810803,2.46,PTR,PTR,TTH
6894202,2.9,BTH,MIS,BTH
6893042,8.7,MIE,BTH,MIE
6893120,0.68,BTH,MIS,BTH
6893022,4.48,BTH,MIS,BTH
6894392,3.22,BTH,MIS,BTH
6894378,4.24,BTH,MIS,BTH
6853605,0.79,LU8,LUZ,LUZ
6853537,1.02,BTH,TRN,BTH
6878402,0.91,MLG,MLG,MLG
6878767,1.07,TTH,TTH,MIE
6820244,1.66,PTR,PTR,PTR
6820255,0.45,TTH,TTH,PTR
6769639,4.81,BTH,MCR,ORH
6769547,1.2,TTH,ORH,CZH
6769712,2.96,CZH,BTH,TTH
6769541,2.68,TTH,ORH,PTR
6769633,0.69,MC8,MLG,PTR
6843829,13.15,PTR,PTR,PTR
10903631,1.13,TTH,TTH,MLF
6843832,2.31,TTH,PTR,PTR
6878869,4.8,MIE,ORH,BTH
6878400,3.33,TTH,MIE,TTH
6878682,3.98,MIE,MIE,BTH
6878861,3.36,TTH,PTR,PTR
6775951,1.04,MC8,MLG,MLG
6769630,1.77,TTH,ORH,CZH
6769542,3.06,CZH,BTH,MCR
6769543,3.29,ORH,CZH,BTH
6769637,4.45,ORH,PTR,BTH
6769636,1.72,MC8,MLG,PTR
6769554,2.25,BTH,MCR,ORH
6769548,2.18,BTH,TTH,ORH
6769470,1.6,TTH,ORH,CZH
6769628,0.45,TTH,ORH,PTR
6843837,3.85,PTR,PTR,PTR
6843740,2.64,PTR,PTR,PTR
6895420,1.25,MIS,BTH,MIS
6895500,11.89,BTH,MIS,BTH
10909298,5.94,MIS,BTH,MIS
6895517,2.22,BTH,MIS,LEC
6878293,1.17,TTH,MIE,MIE
6878595,0.59,MIE,TTH,MIE
6803569,1.12,BTH,ORH,TRN
6801986,1.18,LUZ,LUZ,BTH
6803572,1.07,ORH,TRN,BTH
6801895,1.88,ORH,TRN,BTH
10898154,0.67,BTH,ORH,MLC
6803573,1.92,TRN,BTH,BTH
6803563,4.2,BTH,ORH,MIE
6801900,3.05,BTH,BTH,BTH
6801912,6.03,TRN,BTH,ORH
6801982,3.26,ORH,TRN,BTH
6801906,2.44,BTH,MIS,TRN
6801907,0.77,BTH,TRN,BTH
6801994,1.02,ORH,BTH,TRN
6801987,3,ORH,TRN,BTH
6858220,1.85,BTH,BTH,BTH
6858316,7.51,MIS,BTH,MIS
6774523,1.93,TTH,TTH,MCR
6774683,1.26,MIE,MIE,TTH
6774514,0.85,PTR,PTR,PTR
10907855,2.21,MIE,MIE,TTH
6878405,0.71,MLG,MLG,MIE
6878499,1.91,MIE,MIE,MIE
10898509,8.61,MLG,MLG,MLG
6878478,1.22,TTH,MLG,MLG
6878783,1.42,PTR,ORP,PTR
6878580,1.53,PTR,MIE,ORH
6878406,0.9,MIE,TTH,MIE
6803562,5.3,BTH,BTH,TRN
6801897,2.18,LUZ,LUZ,LUZ
6802002,3.08,BTH,ORH,MIE
6803568,0.88,MIE,BTH,ORH
6801992,2.11,ORH,BTH,LIH
6803570,5.67,BTH,MIE,BTH
6801999,1.76,MIE,BTH,LIH
6801904,0.3,LUZ,BTH,BTH
6801984,1.4,ORH,TRN,BTH
6801983,0.92,BTH,MLC,LUZ
6843848,5.96,TTH,PTR,PTR
6843828,0.55,TTH,TTH,PTR
6858345,2.15,BTH,BTH,TRN
6853609,3.03,LU8,LUZ,LUZ
6853600,1.48,BTH,BTH,TRN
6853614,0.29,BTH,TRN,ORP
6853536,2.95,BTH,BTH,TRN
6878777,5.51,MIE,TTH,MIE
6878773,4.49,MLG,MLG,MLG
6878774,4.53,TTH,MLG,MLG
6878676,4.57,TTH,MIE,MIE
6878483,2.07,TTH,PTR,PTR
6878480,2.01,TTH,TTH,MIE
6801902,2.58,ORH,TRN,BTH
6836785,1.65,TTH,TTH,MCR
6836783,1.63,MCR,MCR,MCR
6836787,2.48,PTR,PTR,MLG
6836786,2.06,MLG,PTR,PTR
6858344,1.01,MIS,BTH,MIS
6858226,4,CZH,BTH,BTH
6858444,1.09,BTH,BTH,BTH
6858329,3.57,BTH,MIS,BTH
6858324,1.45,BTH,BTH,BTH
6858423,2,BTH,MIS,BTH
6858340,1.09,MIS,BTH,BTH
6858342,1.75,MIS,BTH,MIS
6846632,2.32,LU6,LUZ,BTH
10910236,2.47,BTH,BTH,LUZ
6774509,0.72,PTR,PTR,PTR
6803479,3.05,BTH,MIS,BTH
6803482,0.56,TRN,PTR,PTR
10910010,3.26,BTH,MIS,BTH
6805090,2.54,BTH,ORH,TRN
6772751,1.27,PTR,PTR,PTR
6878678,1.53,MIE,TTH,MIE
6878683,1.04,MIE,ORH,MIE
6878866,3.53,MLG,MLG,MLG
6878584,3.46,MIE,TTH,MIE
6878494,3.59,MLG,MLG,MLG
10898304,1.76,TTH,PTR,PTR
10898322,0.41,PTR,TTH,MIE
6878577,0.92,PTR,ORP,PTR
6836153,2.75,RGA,RGA,BTH
6834976,1.56,PTR,PTR,PTR
6836788,1.08,MCR,MCR,PTR
6836879,2.9,PTR,PTR,MCR
10898285,1.54,MCR,MCR,MCR
10898269,3.21,MCR,MCR,PTR
6836876,1.27,MLG,PTR,PTR
6785413,1.89,BTH,PTR,PTR
6858235,1.11,MIS,BTH,TRN
6858323,0.58,BTH,BTH,BTH
6858526,2.63,LUZ,LUZ,LUZ
6858430,6.83,BTH,BTH,LUZ
6858429,1.14,MIS,BTH,MIS
6858330,2.73,CZH,BTH,BTH
10909801,12.8,MIS,BTH,BTH
6774504,0.25,PTR,PTR,PTR
6774693,0.8,MIE,TTH,TTH
6834992,0.96,BTH,TRE,TRE
6834890,1.84,CZH,BTH,BTH
6836156,1.18,BTH,BTH,ORH
6836155,2.2,BTH,ORH,TTH
6836778,1.27,PTR,PTR,PTR
6836888,1.97,PTR,PTR,TTH
6894106,0.64,LU8,LUZ,LUZ
6894098,1.6,CZH,BTH,BTH
6894023,4.28,BTH,ORH,ORH
6894110,4.62,CZH,BTH,BTH
6894105,3.28,BTH,ORH,ORH
6894111,2.05,BTH,ORH,ORH
6894025,3.41,ORH,ORH,PTR
6894107,2.4,BTH,BTH,ORH
6895404,1.8,BTH,TRN,BTH
6895521,2.51,BTH,TRN,BTH
6895496,4.07,BTH,MIS,BTH
6895518,5.7,BTH,MIS,BTH
6836503,0.76,MLG,MLG,MLG
6834894,0.7,CZH,BTH,BTH
6834980,1.69,ORH,TTH,MCR
6834982,2.03,BTH,ORH,TTH
6834995,1.14,PTR,PTR,PTR
6754868,1.69,PTR,PTR,PTR
6754956,5.07,MIE,TTH,BTH
6754876,1.21,PTR,PTR,PTR
10899425,2.47,PTR,PTR,PTR
6754877,2.19,PTR,PTR,PTR
10899438,1.69,MIE,TTH,PTR
6755143,0.95,PTR,MIE,BTH
6859427,4.4,TRN,BTH,BTH
10908435,2.64,BTH,TRN,BTH
6859448,1.9,BTH,CZH,BTH
6859436,1.89,BTH,CZH,BTH
6859531,3.16,BTH,CZH,BTH
6772748,3.27,TTH,MCR,PTR
10903405,1.85,TTH,PTR,PTR
6774603,1.07,PTR,PTR,PTR
6834984,0.75,CZH,BTH,ORH
10899447,1.71,CPL,PTR,PTR
10899448,0.5,CPL,PTR,PTR
6754872,4.25,PTR,PTR,BTH
6754966,8.21,PTR,MIE,MIE
6755055,0.71,TTH,PTR,PTR
6754862,3.69,PTR,PTR,PTR
6859431,1.1,CZH,BTH,BTH
6859437,0.66,BTH,TRN,BTH
6859435,1.01,BTH,BTH,CZH
6858225,4.48,CZH,BTH,BTH
6858527,3.6,MIS,BTH,MIS
6858334,0.63,MIS,BTH,MIS
6858221,4.82,BTH,BTH,BTH
6774688,4.02,TTH,TTH,TTH
6774687,2.47,TTH,PTR,PTR
6811425,0.78,BTP,SRS,EPE
6768414,1.73,BTH,MIE,BTH
6756276,3.76,PTR,PTR,PTR
6755146,2.1,MIE,BTH,PTR
10899434,2.5,TTH,PTR,PTR
6858232,3.56,BTH,TRN,BTH
6858436,4.71,BTH,BTH,BTH
10907634,5.04,MIS,BTH,MIS
6811993,2.4,BTH,TRN,BTH
6894299,0.4,PTR,PTR,PTR
6894205,1.33,BTH,MIE,BTH
6893029,1.51,MIS,BTH,MIS
6894297,3.62,BTH,BTH,MIE
6811996,2.74,BTH,MIS,BTH
6811896,1.78,BTH,TRN,BTH
6895593,6.46,MIS,BTH,MIS
6895588,4.32,MIS,BTH,MIS
6895422,5.42,BTH,MIS,BTH
6895501,0.68,TRN,BTH,BTH
10909253,6.86,MIS,BTH,MIS
10909299,0.36,ORP,BTH,BTH
10909332,0.26,ORP,BTH,BTH
6895411,1.52,BTH,TRN,BTH
6895594,0.53,TRN,BTH,BTH
6768330,1.97,BTH,MIE,BTH
6768335,2.02,BTH,TRN,BTH
6811990,5.14,MIS,BTH,LUZ
6811997,0.74,MIS,BTH,MIS
10907595,9.59,BTH,MIS,BTH
6812094,3.22,BTH,BTH,TRN
6812095,7.77,BTH,TRN,BTH
6811905,2.72,BTH,TRN,BTH
6811983,1.39,BTH,MIS,BTH
6811999,1.31,MIS,BTH,MIS
6811901,4.2,MIS,BTH,MIS
6811898,1.92,MIS,MIS,MIS
6811989,2.09,MIS,BTH,TRN
6807852,2.96,TTH,ORH,TRN
6807832,2.03,MIE,MIE,MIE
6809064,2.17,CZH,BTH,TTH
6809068,7.43,MIE,TTH,PTR
10903753,4.97,MIE,TTH,PTR
6809150,22.55,BTH,ORH,PTR
6809153,7.94,CZH,MIE,MIE
6809155,3.8,CZH,BTH,TTH
10903754,4.26,BTH,TTH,TTH
6768408,0.87,BTH,TRN,BTH
6768151,5.09,MIE,BTH,MIE
6768253,0.71,BTH,MIE,MIE
6768871,1.22,BTH,TRN,BTH
6768861,2.56,BTH,MIE,BTH
6768152,1.13,MIE,BTH,PTR
6755051,3.43,BTH,MIE,PTR
10899449,1.85,CPL,PTR,PTR
10899445,0.86,ORP,PTR,PTR
6876549,1.64,LIH,BTH,PTR
10908159,2.55,TRN,ORH,BTH
10907630,6.26,BTH,TRN,BTH
6811998,3.31,BTH,BTH,TRN
10907671,3.7,MIS,BTH,MIS
10907579,3.08,MIS,BTH,TRN
6811995,1.47,BTH,BTH,TRN
10907591,10.02,BTH,MIS,BTH
10907596,2.12,MIS,BTH,MIS
6811902,2.63,BTH,BTH,TRN
6811897,1.51,MIS,BTH,MIS
6812096,0.99,MIS,BTH,MIS
6809154,3.4,BTH,MIE,TTH
6807841,5.01,MIE,MIE,MIE
6807844,1.69,CZH,TTH,TTH
6809057,0.89,TTH,ORH,TRN
6807843,3.57,TTH,ORH,TRN
10903736,7,BTH,TTH,TTH
10903737,3.27,PTR,PTR,PTR
6841208,4.43,BTH,MIS,BTH
6768340,4.4,TRN,BTH,BTH
6768255,0.21,TR6,TRE,TRE
6768337,0.69,BTH,TRN,BTH
6876460,0.98,LIH,BTH,PTR
6876548,2.14,BTH,TRN,ORH
6876550,0.94,BTH,TRN,ORH
6876559,0.37,LUZ,LUZ,LUZ
6810802,3.89,PTR,PTR,TTH
6843835,2.39,TTH,PTR,PTR
6843736,4.89,PTR,PTR,PTR
6814457,1.8,TRN,BTH,BTH
6814546,2.37,BTH,ORH,TRN
6814532,1.7,TRN,BTH,BTH
6814620,0.41,PTR,PTR,PTR
10910969,0.41,PTR,PTR,PTR
6814544,0.63,LU7,LUZ,LUZ
6814534,1.76,TRN,BTH,BTH
6814543,1.36,LU7,LUZ,LUZ
6814453,1.1,BTH,ORH,TRE
10910932,4.17,BTH,TRN,BTH
10903389,1.16,TTH,PTR,PTR
6771068,1.22,PTR,PTR,PTR
6771065,2,PTR,PTR,PTR
6835568,1,TTH,TTH,TTH
6819742,2.2,BTH,BTH,BTH
6819741,2.47,BTH,TRN,BTH
6819743,0.3,BTH,BTH,BTH
6819740,2.73,TRN,BTH,BTH
6790003,1.64,PTR,PTR,PTR
6883554,1.21,TTH,BTH,TTH
10903756,1.6,MIE,MIE,MIE
10903750,3.11,MIE,MIE,MIE
6762879,1.53,BTH,BTH,ORH
6814527,6.2,ORH,TRN,BTH
6814545,2.43,TRN,BTH,ORH
6814547,2.26,BTH,BTH,TRN
6862968,2.49,ORH,LUZ,LUZ
6861737,1.69,BTH,ORH,TRN
10908413,0.7,BTH,BTH,BTH
6861740,3.22,BTH,ORH,ORH
10908428,3.16,CZH,BTH,BTH
6862961,1.9,BTH,LUZ,LUZ
6861813,0.65,ORH,LUZ,LUZ
10908448,2.68,ORH,LUZ,LUZ
6862967,4.49,BTH,BTH,BTH
6773093,2.28,BTH,BTH,AVP
10910113,3.32,MIS,BTH,MIS
6764395,0.85,BTH,TRN,BTH
6782482,2.72,TTH,TTH,SOG
6781224,0.77,TTH,TTH,TTH
10903536,2.46,TTH,TTH,TTH
6762973,4.21,BTH,MIS,MIS
10908110,1.97,BTH,BTH,ORH
6762959,2.13,BTH,BTH,ORH
6762881,2.11,BTH,BTH,ORH
6762955,0.7,MIS,BTH,MIS
6762882,1.46,BTH,TRN,BTH
10908082,2.62,BTH,TRN,BTH
10908086,2.07,BTH,TRN,BTH
6762964,5.11,TRN,BTH,BTH
6762958,0.54,BTH,MIS,BTH
6762971,1.26,BTH,BTH,TRN
6762965,1.68,MIS,BTH,TRN
10908109,2.29,BTH,BTH,TRN
6762963,0.72,BTH,MIS,BTH
10908087,1.65,BTH,MIS,BTH
6762967,3.26,MIS,BTH,TRN
6762883,3.37,MIS,BTH,MIS
6762880,1.98,BTH,MIS,BTH
6762962,0.79,MIS,BTH,MIS
6862964,2.41,BTH,BTH,MIS
6861739,2.4,BTH,MIS,BTH
6861734,10.06,CZH,BTH,BTH
6861736,0.88,ORH,LUZ,LUZ
6862966,1.03,ORH,LUZ,LUZ
6889122,1.04,BTH,MIS,BTH
10910267,7.38,TRN,BTH,MIS
10904447,0.43,PTR,PTR,PTR
10904449,0.83,PTR,PTR,PTR
10904452,3.21,PTR,PTR,PTR
6833851,1.37,PTR,PTR,PTR
6865860,1.15,PTR,PTR,PTR
6865871,1.49,TTH,PTR,PTR
6894012,0.33,MLG,MLG,MLG
10907869,0.32,ORH,MLG,MLG
6894018,0.33,BTH,ORH,MLG
6894013,0.3,MLG,MLG,MLG
6851054,5.15,MIE,MIE,MIS
6849795,1.95,SOG,TTP,TTH
6849875,1.3,LUZ,LUZ,LUZ
10907790,1.73,BTH,TRN,BTH
6888949,2.35,TRN,BTH,BTH
6889133,1.82,TRN,BTH,BTH
6889134,4.66,TRN,BTH,BTH
10907714,5.95,BTH,BTH,TRN
6796377,1.14,LUZ,LUZ,LUZ
6796386,0.96,LUZ,LUZ,LUZ
6796382,1.08,PTR,PTR,PTR
6834584,0.45,BTH,TTH,PTR
6833936,0.35,BTH,BTH,PTR
6834515,1.7,BTH,AVP,TTH
6833835,0.94,MLG,PTR,PTR
10904470,0.9,TTH,TTH,PTR
6773332,2.91,BTH,TRN,BTH
6849872,1.56,LUZ,LUZ,LUZ
6849793,0.87,PTR,TTP,TTH
6849873,2.06,LUZ,LUZ,LUZ
10907826,2.87,TRN,BTH,BTH
6889031,2.56,TRN,BTH,BTH
10904458,1.25,TTH,AVP,PTR
6835562,1.41,TTH,TTH,TTH
6835556,1.16,TTH,TTH,TTH
6835635,3.8,TTH,TTH,TTH
6835547,2.04,TTH,TTH,TTH
6890811,0.48,BTH,BTH,BTH
6890812,0.41,BTH,BTH,BTH
6890640,0.62,BTH,MIS,BTP
6890262,0.95,CZH,BTH,BTH
6814536,3.33,BTH,BTH,TRN
6814455,1.96,LUZ,LUZ,BTH
6814621,0.81,PTR,PTR,PTR
6814528,1.5,TRN,BTH,BTH
6895406,0.83,ORP,BTH,BTH
6895336,1.45,ORP,BTH,BTH
6895428,1.57,BTH,MIS,LEC
6895503,2.93,BTH,BTH,TRN
6895425,4.46,MIS,BTH,BTH
10909281,0.56,ORP,BTH,BTH
6895586,8.6,MIS,BTH,MIS
6753862,1.3,MIE,MIE,MIE
6753963,0.7,PTR,PTR,PTR
6838254,0.7,TTH,PTR,MPC
6856150,1.76,TTH,PTR,MPC
6856245,0.54,LU7,PTR,PTR
6856242,0.55,TR8,PTR,PTR
6856248,0.71,LU7,PTR,PTR
10910101,3.98,MIS,BTH,MIS
10910245,1.66,TRN,BTH,BTH
10910246,2.92,MIS,BTH,MIS
10910251,2.5,MIS,BTH,BTH
10910279,2.81,MIS,BTH,TRN
10910283,4.67,MIS,BTH,MIS
10910103,2.04,MIS,BTH,BTH
10910247,1.5,BTH,BTH,TRN
10910276,3.42,BTH,MIS,BTH
6825897,1.46,TTH,TTH,PTR
10904140,3.64,TTH,PTR,PTR
10904141,2.03,TTH,PTR,PTR
6824646,0.84,TTH,PTR,PTR
6796277,3.02,MLG,MLG,MLG
6796375,2.25,PTR,ORH,BTH
6796288,2.85,PTR,PTR,PTR
6796470,0.55,LUZ,PTR,PTR
6796465,0.48,LU7,LUZ,LUZ
6848321,1.36,TTH,MIE,TTH
6848400,0.96,MIE,TTH,MIE
6883867,0.24,BTH,TTH,BTH
10897416,0.2,ORH,BTH,TTH
6796133,3.03,MLG,MLG,PTR
6796223,0.38,MIE,MIE,MIE
6840264,2.65,ORH,TRN,BTH
6840562,0.34,BTH,BTH,ORH
6840268,3.63,TRN,BTH,BTH
10908329,0.93,BTH,ORH,TRN
6840567,3.27,ORH,MIE,MIE
10908330,1.77,ORH,TRN,BTH
10908331,5.61,TRN,BTH,BTH
10908333,5.06,BTH,BTH,TRN
10908255,1.25,BTH,ORH,TRN
6840263,2.52,BTH,LEC,BTH
6840362,3.7,BTH,BTH,ORH
10908264,7.17,TRN,BTH,BTH
6848312,0.76,TTH,MIE,TTH
6848404,3.49,MIE,TTH,MIE
6848308,3.62,MIE,TTH,MIE
6883766,0.84,BTH,ORP,BTH
6883646,0.62,TTH,BTH,PTR
6883658,0.22,BTH,TTH,BTH
6883854,1.25,PTR,MLG,MLG
6796148,2.41,MLG,MLG,PTR
6795941,0.8,MIE,MIE,MIE
6796038,1.81,MLG,MLG,PTR
6796044,0.68,MIE,MIE,MIE
6796035,0.93,MIE,MIE,MIE
6758603,1.96,TTH,TTH,PTR
6758796,0.59,TTH,EPE,AVP
6758515,0.74,TTH,TTH,AVP
6858621,1.4,MIS,BTH,MIS
6848309,0.8,TTH,MIE,SOG
6848414,2.37,MIE,TTH,MIE
6848310,1.06,TTH,MIE,TTH
6883560,0.54,TTH,BTH,MLG
6883758,0.85,ORH,BTH,TTH
6883946,0.3,BTH,MCR,PTR
6883757,0.34,PTR,BTH,TTH
6883853,0.38,BTH,TTH,BTH
10897435,0.1,ORH,BTH,TTH
6883644,0.83,BTH,MCR,PTR
6796150,2.54,MIE,MIE,MIE
6796050,1.53,MIE,MIE,MIE
6796137,1.84,MLG,MLG,PTR
6837212,0.98,LUZ,BTH,RGA
6837293,5.88,BTH,ORH,RGA
6786039,1.75,BTH,ORH,ORH
6837295,4.09,BTH,BTH,ORH
10912112,1.07,PTR,PTR,PTR
6796369,0.81,PTR,PTR,PTR
6894966,1.14,MIS,BTH,BTH
6766332,7,MIS,ORH,MIS
6766322,8.18,CZH,BTH,TRN
10911978,3.31,CZH,BTH,TRN
6807139,1.61,BTH,ORH,BTH
6865538,0.24,TTH,BTH,TTH
6865532,1.1,TTH,TTH,PTR
6848303,6.12,TTH,MIE,TTH
10908721,3.75,MIE,TTH,MIE
6848411,1.42,PTR,PTR,PTR
6818322,2.75,BTH,BTH,ORH
6883661,0.19,TTH,BTH,PTR
6837299,1.36,LU7,LUZ,LUZ
6837300,1.11,ORH,MIE,BTH
6786043,5.06,MIS,MIS,MIS
6837211,1.31,LU7,LUZ,LUZ
6837199,5.9,CZH,BTH,BTH
6758716,6.32,BTH,BTH,TRN
6840262,1.39,TRN,BTH,BTH
6840275,1.9,BTH,BTH,ORH
6840280,8.42,BTH,BTH,TRN
6840266,1.1,BTH,BTH,ORH
6840566,1.33,BTH,BTH,ORH
10908334,1.22,BTH,ORH,TRN
6794348,1.05,PTR,PTR,PTR
6794349,0.06,PTR,PTR,PTR
6794352,0.07,PTR,PTR,PTR
6794351,0.04,PTR,PTR,PTR
10907716,10.31,BTH,BTH,CZH
10907455,1.47,BTH,MIS,BTH
10907524,1.39,MIS,BTH,MIS
6795116,1.08,BTH,ORH,TRN
10907377,1.17,BTH,BTH,ORH
6893738,1.51,BTH,MIS,BTH
6893640,0.62,CZH,BTH,BTH
6795026,1.45,CZH,BTH,BTH
6789994,0.95,TTH,PTR,PTR
6789922,2.39,TTH,PTR,PTR
6758724,3.13,TRN,BTH,BTH
6758626,2.65,CZH,BTH,ORH
6758723,4.38,BTH,TRN,BTH
6758701,2.11,CZH,BTH,ORH
6758705,1.01,MIS,BTH,BTH
6758710,0.58,BTH,TRN,BTH
6758704,0.84,BTH,BTH,TRN
6758713,2.77,BTH,BTH,ORH
6758711,0.33,BTH,ORH,ORH
6758622,0.84,BTH,ORH,ORH
6758725,0.83,BTH,TRN,BTH
6858624,2.26,BTH,BTH,BTH
10906509,8.92,MIS,BTH,MIS
6795201,2.03,BTH,LUZ,LUZ
6893659,1.27,PTR,PTR,PTR
6795197,1.31,BTH,MIS,BTH
6887555,3.86,MIS,BTH,MIS
6893653,0.76,BTH,MIS,BTH
6781135,1.27,TTH,TTH,TTH
6758623,1.7,MIS,BTH,BTH
6758621,1.14,BTH,BTH,BTH
6758714,0.48,VE8,TRN,BTH
6894960,2.18,MIS,BTH,BTH
6894955,3.22,CZH,BTH,BTH
6894961,5.94,BTH,BTH,CZH
10909206,3.85,BTH,BTH,ORH
6890645,0.07,MIS,MIS,MIS
6890735,6.38,BTH,MIS,BTH
6890261,5.34,CZH,BTH,BTH
6890736,0.22,CZH,BTH,BTH
6890642,1.52,BTH,BTH,BTH
6890726,0.59,BTH,MIS,BTP
10898884,0.84,MIS,MIS,BTH
6890743,0.34,MIS,MIS,BTH
6890263,0.3,BTH,BTH,MIS
6890641,0.13,BTH,MIS,BTH
6890744,2.2,BTH,MIS,BTP
6890259,0.63,BTH,MIS,BTP
6890728,1.92,MIS,BTH,MIS
6890729,0.6,BTH,MIS,BTP
6890727,0.64,BTH,BTH,MIS
6893739,1.2,BTH,LUZ,LUZ
10907336,1.65,CZH,BTH,BTH
264498,1.11,CZH,BTH,BTH
6795287,1.3,BTH,MIS,BTH
6893639,2.9,ORH,TRN,BTH
6893734,3.8,BTH,BTH,ORH
6893656,1.55,PTR,BTH,AVP
6795213,1.64,CZH,BTH,BTH
6795031,0.79,CZH,BTH,BTH
10907340,4.75,BTH,MIS,BTH
6753961,0.58,TTH,TTH,TTH
6753857,3.36,MIE,MIE,MIE
6753753,0.96,MIE,MIE,PTR
6766414,6.38,BTH,TRN,BTH
6766421,2,BTH,FVL,BTH
6766324,8.99,BTH,TRN,BTH
10910015,0.67,TRN,PTR,PTR
6805102,1.98,BTH,BTH,TRN
6805103,1.21,TRN,BTH,BTH
6803488,3.07,BTH,ORH,PTR
6805106,1.56,TRN,BTH,BTH
10910022,1.85,BTH,ORH,PTR
10910017,11.37,BTH,MIS,BTH
6805099,12.56,MIS,BTH,MIS
10910021,3.41,MIS,BTH,MIS
6803485,2,BTH,PTR,PTR
6805105,3.13,TRN,BTH,BTH
10910024,3.42,MIS,MIS,MIS
10910016,3.75,MIS,BTH,MIS
6803483,2.51,TRN,ORH,BTH
6813903,11.38,BTH,MIS,BTH
6813900,6.05,TRN,BTH,MIS
